"";"id";"paper_no";"species_complete";"simp_trait";"T";"mean";"units"
"1";1;1000;"Cyclura nubila";"Mass";28;74,5;"g"
"2";1;1000;"Cyclura nubila";"Mass";28;75,5;"g"
"3";1;1000;"Cyclura nubila";"Mass";28;72,9;"g"
"4";1;1000;"Cyclura nubila";"Mass";29,5;72,6;"g"
"5";1;1000;"Cyclura nubila";"Mass";29,5;72;"g"
"6";1;1000;"Cyclura nubila";"Mass";29,5;73,5;"g"
"7";1;1000;"Cyclura nubila";"Mass";31;74,6;"g"
"8";1;1000;"Cyclura nubila";"Mass";31;77,6;"g"
"9";1;1000;"Cyclura nubila";"Mass";31;74,3;"g"
"10";1;1000;"Cyclura nubila";"Mass";28;46,5;"g"
"11";1;1000;"Cyclura nubila";"Mass";28;54,5;"g"
"12";1;1000;"Cyclura nubila";"Mass";28;46,6;"g"
"13";1;1000;"Cyclura nubila";"Mass";29,5;47,5;"g"
"14";1;1000;"Cyclura nubila";"Mass";29,5;45,6;"g"
"15";1;1000;"Cyclura nubila";"Mass";29,5;51,3;"g"
"16";1;1000;"Cyclura nubila";"Mass";31;51,1;"g"
"17";1;1000;"Cyclura nubila";"Mass";31;47,1;"g"
"18";1;1000;"Cyclura nubila";"Mass";31;43,4;"g"
"19";20;1007;"Sceloporus scalaris";"Mass";17,9;0,2512;"g"
"20";21;1007;"Sceloporus virgatus";"Mass";17,9;0,4149;"g"
"21";22;1007;"Sceloporus aneus";"Mass";23;0,217;"g"
"22";23;1007;"Sceloporus undulatus";"Mass";23;0,556;"g"
"23";22;1007;"Sceloporus aneus";"Mass";25;0,215;"g"
"24";23;1007;"Sceloporus undulatus";"Mass";25;0,554;"g"
"25";24;1007;"Sceloporus occidentalis";"Mass";25,1;0,645;"g"
"26";25;1007;"Urosaurus ornatus";"Mass";25,1;0,2098;"g"
"27";20;1007;"Sceloporus scalaris";"Mass";25,1;0,2643;"g"
"28";21;1007;"Sceloporus virgatus";"Mass";25,1;0,3955;"g"
"29";25;1007;"Urosaurus ornatus";"Mass";27,3;0,2421;"g"
"30";20;1007;"Sceloporus scalaris";"Mass";27,3;0,268;"g"
"31";21;1007;"Sceloporus virgatus";"Mass";27,3;0,398;"g"
"32";22;1007;"Sceloporus aneus";"Mass";28;0,214;"g"
"33";23;1007;"Sceloporus undulatus";"Mass";28;0,555;"g"
"34";22;1007;"Sceloporus aneus";"Mass";30;0,207;"g"
"35";23;1007;"Sceloporus undulatus";"Mass";30;0,536;"g"
"36";20;1007;"Sceloporus scalaris";"Mass";30,1;0,2587;"g"
"37";21;1007;"Sceloporus virgatus";"Mass";30,1;0,3963;"g"
"38";24;1007;"Sceloporus occidentalis";"Mass";30,1;0,62;"g"
"39";25;1007;"Urosaurus ornatus";"Mass";30,1;0,2091;"g"
"40";22;1007;"Sceloporus aneus";"Mass";33;0,218;"g"
"41";23;1007;"Sceloporus undulatus";"Mass";33;0,547;"g"
"42";32;1015;"Sceloporus undulatus";"Mass";28;0,499;"g"
"43";32;1015;"Sceloporus undulatus";"Mass";30;0,53;"g"
"44";32;1015;"Sceloporus undulatus";"Mass";32;0,52;"g"
"45";32;1015;"Sceloporus undulatus";"Mass";34;0,54;"g"
"46";35;1016;"Sceloporus undulatus";"Mass";28;0,014;"mg"
"47";35;1016;"Sceloporus undulatus";"Mass";28;0,065;"mg"
"48";35;1016;"Sceloporus undulatus";"Mass";32;0,011;"mg"
"49";35;1016;"Sceloporus undulatus";"Mass";32;0,059;"mg"
"50";35;1016;"Sceloporus undulatus";"Mass";28;0,025;"mg"
"51";35;1016;"Sceloporus undulatus";"Mass";28;0,028;"mg"
"52";35;1016;"Sceloporus undulatus";"Mass";32;0,025;"mg"
"53";35;1016;"Sceloporus undulatus";"Mass";32;0,029;"mg"
"54";41;1020;"Apalone mutica";"Mass";30,5;6,3;"g"
"55";41;1020;"Apalone mutica";"Mass";30,5;6,3;"g"
"56";41;1020;"Apalone mutica";"Mass";30,5;6,3;"g"
"57";41;1020;"Apalone mutica";"Mass";30,5;4,3;"g"
"58";41;1020;"Apalone mutica";"Mass";30,5;4,3;"g"
"59";41;1020;"Apalone mutica";"Mass";30,5;4,4;"g"
"60";50;1023;"Tropidonophis mairii";"Mass";24,9;2,7;"g"
"61";50;1023;"Tropidonophis mairii";"Mass";26,6;2,7;"g"
"62";50;1023;"Tropidonophis mairii";"Mass";30,1;2,5;"g"
"63";73;1029;"Chelydra serpentina";"Mass";24;14,482;"g"
"64";73;1029;"Chelydra serpentina";"Mass";24;13,674;"g"
"65";73;1029;"Chelydra serpentina";"Mass";24;13,375;"g"
"66";73;1029;"Chelydra serpentina";"Mass";24;12,09;"g"
"67";73;1029;"Chelydra serpentina";"Mass";30;12,894;"g"
"68";73;1029;"Chelydra serpentina";"Mass";30;12,887;"g"
"69";73;1029;"Chelydra serpentina";"Mass";30;12,255;"g"
"70";73;1029;"Chelydra serpentina";"Mass";30;11,5;"g"
"71";73;1029;"Chelydra serpentina";"Mass";24;14,108;"g"
"72";73;1029;"Chelydra serpentina";"Mass";24;13,982;"g"
"73";73;1029;"Chelydra serpentina";"Mass";24;13,505;"g"
"74";73;1029;"Chelydra serpentina";"Mass";24;12,118;"g"
"75";73;1029;"Chelydra serpentina";"Mass";30;13,741;"g"
"76";73;1029;"Chelydra serpentina";"Mass";30;14,072;"g"
"77";73;1029;"Chelydra serpentina";"Mass";30;13,133;"g"
"78";73;1029;"Chelydra serpentina";"Mass";30;12,101;"g"
"79";73;1029;"Chelydra serpentina";"Mass";24;14,531;"g"
"80";73;1029;"Chelydra serpentina";"Mass";24;13,891;"g"
"81";73;1029;"Chelydra serpentina";"Mass";24;13,705;"g"
"82";73;1029;"Chelydra serpentina";"Mass";24;12,513;"g"
"83";73;1029;"Chelydra serpentina";"Mass";30;14,182;"g"
"84";73;1029;"Chelydra serpentina";"Mass";30;14,11;"g"
"85";73;1029;"Chelydra serpentina";"Mass";30;13,785;"g"
"86";73;1029;"Chelydra serpentina";"Mass";30;12,767;"g"
"87";77;1030;"Chelydra serpentina";"Mass";24;9,91;"g"
"88";77;1030;"Chelydra serpentina";"Mass";29;9,14;"g"
"89";81;1033;"Pantherophis obsoletus";"Mass";25;9,31;"g"
"90";81;1033;"Pantherophis obsoletus";"Mass";30;9,39;"g"
"91";90;1034;"Paroedura picta";"Mass";23;0,5236;"g"
"92";90;1034;"Paroedura picta";"Mass";26;0,5988;"g"
"93";90;1034;"Paroedura picta";"Mass";30;0,6417;"g"
"94";93;1035;"Chelydra serpentina";"Mass";21,96;9,15;"g"
"95";93;1035;"Chelydra serpentina";"Mass";21,96;10,1;"g"
"96";93;1035;"Chelydra serpentina";"Mass";25,54;9,56;"g"
"97";93;1035;"Chelydra serpentina";"Mass";25,54;10,31;"g"
"98";93;1035;"Chelydra serpentina";"Mass";29,28;10,33;"g"
"99";93;1035;"Chelydra serpentina";"Mass";29,28;9,39;"g"
"100";96;1036;"Chelydra serpentina";"Mass";21,1;7,82;"g"
"101";96;1036;"Chelydra serpentina";"Mass";25,3;7,87;"g"
"102";102;1041;"Chelodina expansa";"Mass";24;13,91;"g"
"103";102;1041;"Chelodina expansa";"Mass";28;13,24;"g"
"104";102;1041;"Chelodina expansa";"Mass";24;7,99;"g"
"105";102;1041;"Chelodina expansa";"Mass";28;7,9;"g"
"106";102;1041;"Chelodina expansa";"Mass";24;13,24;"g"
"107";102;1041;"Chelodina expansa";"Mass";28;13,24;"g"
"108";122;1042;"Emydura macquarii";"Mass";24;4,4;"g"
"109";123;1042;"Chelonia mydas";"Mass";26;26,3;"g"
"110";122;1042;"Emydura macquarii";"Mass";27;4,3;"g"
"111";123;1042;"Chelonia mydas";"Mass";28;25,6;"g"
"112";123;1042;"Chelonia mydas";"Mass";28;25,6;"g"
"113";122;1042;"Emydura macquarii";"Mass";30;4,1;"g"
"114";123;1042;"Chelonia mydas";"Mass";30;25,4;"g"
"115";122;1042;"Emydura macquarii";"Mass";24;31,3;"g"
"116";122;1042;"Emydura macquarii";"Mass";27;34,1;"g"
"117";122;1042;"Emydura macquarii";"Mass";30;49,5;"g"
"118";133;1043;"Lampropholis guichenoti";"Mass";25;0,1574;"mg"
"119";134;1043;"Bassiana duperreyi";"Mass";25;0,2736;"mg"
"120";133;1043;"Lampropholis guichenoti";"Mass";30;0,1583;"mg"
"121";134;1043;"Bassiana duperreyi";"Mass";30;0,2815;"mg"
"122";133;1043;"Lampropholis guichenoti";"Mass";25;0,1566;"mg"
"123";134;1043;"Bassiana duperreyi";"Mass";25;0,3501;"mg"
"124";133;1043;"Lampropholis guichenoti";"Mass";30;0,1599;"mg"
"125";134;1043;"Bassiana duperreyi";"Mass";30;0,3622;"mg"
"126";154;1047;"Podarcis muralis";"Mass";26;0,365;"g"
"127";154;1047;"Podarcis muralis";"Mass";26;0,386;"g"
"128";154;1047;"Podarcis muralis";"Mass";26;0,525;"g"
"129";154;1047;"Podarcis muralis";"Mass";26;0,58;"g"
"130";154;1047;"Podarcis muralis";"Mass";29;0,369;"g"
"131";154;1047;"Podarcis muralis";"Mass";29;0,366;"g"
"132";154;1047;"Podarcis muralis";"Mass";29;0,572;"g"
"133";154;1047;"Podarcis muralis";"Mass";29;0,586;"g"
"134";154;1047;"Podarcis muralis";"Mass";29;0,354;"g"
"135";154;1047;"Podarcis muralis";"Mass";29;0,377;"g"
"136";154;1047;"Podarcis muralis";"Mass";32;0,33;"g"
"137";154;1047;"Podarcis muralis";"Mass";32;0,345;"g"
"138";154;1047;"Podarcis muralis";"Mass";32;0,504;"g"
"139";154;1047;"Podarcis muralis";"Mass";32;0,558;"g"
"140";154;1047;"Podarcis muralis";"Mass";32;0,33;"g"
"141";154;1047;"Podarcis muralis";"Mass";32;0,349;"g"
"142";159;1049;"Chelydra serpentina";"Mass";22;12,2;"g"
"143";159;1049;"Chelydra serpentina";"Mass";22;12;"g"
"144";159;1049;"Chelydra serpentina";"Mass";25,6;12,1;"g"
"145";159;1049;"Chelydra serpentina";"Mass";25,6;11,7;"g"
"146";159;1049;"Chelydra serpentina";"Mass";28,6;12;"g"
"147";159;1049;"Chelydra serpentina";"Mass";28,6;12;"g"
"148";159;1049;"Chelydra serpentina";"Mass";22;9,4;"g"
"149";159;1049;"Chelydra serpentina";"Mass";22;8,8;"g"
"150";159;1049;"Chelydra serpentina";"Mass";25,6;9,3;"g"
"151";159;1049;"Chelydra serpentina";"Mass";25,6;8,7;"g"
"152";159;1049;"Chelydra serpentina";"Mass";28,6;9,2;"g"
"153";159;1049;"Chelydra serpentina";"Mass";28,6;8,1;"g"
"154";159;1049;"Chelydra serpentina";"Mass";22;27;"g"
"155";159;1049;"Chelydra serpentina";"Mass";22;26,5;"g"
"156";159;1049;"Chelydra serpentina";"Mass";25,6;31,1;"g"
"157";159;1049;"Chelydra serpentina";"Mass";25,6;30,1;"g"
"158";159;1049;"Chelydra serpentina";"Mass";28,6;25,4;"g"
"159";159;1049;"Chelydra serpentina";"Mass";28,6;24,6;"g"
"160";162;1051;"Tropidonophis mairii";"Mass";25,4;2,33;"g"
"161";162;1051;"Tropidonophis mairii";"Mass";25,4;2,48;"g"
"162";162;1051;"Tropidonophis mairii";"Mass";27,9;1,94;"g"
"163";162;1051;"Tropidonophis mairii";"Mass";27,9;2,38;"g"
"164";175;1053;"Sceloporus occidentalis";"Mass";24;0,71;"g"
"165";175;1053;"Sceloporus occidentalis";"Mass";24;0,71;"g"
"166";175;1053;"Sceloporus occidentalis";"Mass";24;0,86;"g"
"167";175;1053;"Sceloporus occidentalis";"Mass";24;1,02;"g"
"168";175;1053;"Sceloporus occidentalis";"Mass";30;0,68;"g"
"169";175;1053;"Sceloporus occidentalis";"Mass";30;0,64;"g"
"170";175;1053;"Sceloporus occidentalis";"Mass";30;0,82;"g"
"171";175;1053;"Sceloporus occidentalis";"Mass";30;0,95;"g"
"172";184;1054;"Sceloporus occidentalis";"Mass";24;0,75;"g"
"173";184;1054;"Sceloporus occidentalis";"Mass";24;0,75;"g"
"174";184;1054;"Sceloporus occidentalis";"Mass";30;0,67;"g"
"175";184;1054;"Sceloporus occidentalis";"Mass";30;0,67;"g"
"176";198;1060;"Coluber constrictor";"Mass";22;3,9;"g"
"177";198;1060;"Coluber constrictor";"Mass";28;6;"g"
"178";198;1060;"Coluber constrictor";"Mass";28;4,4;"g"
"179";198;1060;"Coluber constrictor";"Mass";32;5,6;"g"
"180";285;1067;"Pituophis melanoleucus";"Mass";21;30,6;"g"
"181";285;1067;"Pituophis melanoleucus";"Mass";23;32,3;"g"
"182";285;1067;"Pituophis melanoleucus";"Mass";26;32,1;"g"
"183";285;1067;"Pituophis melanoleucus";"Mass";28;33,5;"g"
"184";285;1067;"Pituophis melanoleucus";"Mass";30;32,6;"g"
"185";285;1067;"Pituophis melanoleucus";"Mass";32;32,3;"g"
"186";294;1077;"Mauremys mutica";"Mass";26;6,282;"g"
"187";294;1077;"Mauremys mutica";"Mass";26;5,335;"g"
"188";294;1077;"Mauremys mutica";"Mass";30;6,238;"g"
"189";294;1077;"Mauremys mutica";"Mass";30;5,566;"g"
"190";296;1078;"Takydromus stejnegeri";"Mass";15;0,207;"g"
"191";296;1078;"Takydromus stejnegeri";"Mass";20;0,214;"g"
"192";296;1078;"Takydromus stejnegeri";"Mass";25;0,196;"g"
"193";296;1078;"Takydromus stejnegeri";"Mass";30;0,215;"g"
"194";296;1078;"Takydromus stejnegeri";"Mass";33;0,229;"g"
"195";296;1078;"Takydromus stejnegeri";"Mass";20;0,277;"g"
"196";296;1078;"Takydromus stejnegeri";"Mass";25;0,281;"g"
"197";296;1078;"Takydromus stejnegeri";"Mass";30;0,271;"g"
"198";296;1078;"Takydromus stejnegeri";"Mass";33;0,259;"g"
"199";305;1083;"Uta stansburiana";"Mass";29;0,31;"g"
"200";305;1083;"Uta stansburiana";"Mass";29;0,31;"g"
"201";305;1083;"Uta stansburiana";"Mass";29;0,3;"g"
"202";305;1083;"Uta stansburiana";"Mass";29;0,32;"g"
"203";305;1083;"Uta stansburiana";"Mass";29;0,31;"g"
"204";305;1083;"Uta stansburiana";"Mass";29;0,031;"g"
"205";305;1083;"Uta stansburiana";"Mass";29;0,29;"g"
"206";305;1083;"Uta stansburiana";"Mass";29;0,33;"g"
"207";305;1083;"Uta stansburiana";"Mass";29;0,32;"g"
"208";305;1083;"Uta stansburiana";"Mass";29;0,32;"g"
"209";305;1083;"Uta stansburiana";"Mass";29;0,48;"g"
"210";305;1083;"Uta stansburiana";"Mass";29;0,43;"g"
"211";305;1083;"Uta stansburiana";"Mass";29;0,41;"g"
"212";305;1083;"Uta stansburiana";"Mass";29;0,46;"g"
"213";305;1083;"Uta stansburiana";"Mass";29;0,43;"g"
"214";305;1083;"Uta stansburiana";"Mass";29;0,37;"g"
"215";305;1083;"Uta stansburiana";"Mass";29;0,41;"g"
"216";305;1083;"Uta stansburiana";"Mass";29;0,45;"g"
"217";305;1083;"Uta stansburiana";"Mass";29;0,41;"g"
"218";305;1083;"Uta stansburiana";"Mass";29;0,4;"g"
"219";331;1115;"Chamaeleo chamaeleon";"Mass";25;1,33;"g"
"220";331;1115;"Chamaeleo chamaeleon";"Mass";25;1,32;"g"
"221";331;1115;"Chamaeleo chamaeleon";"Mass";29;1,22;"g"
"222";331;1115;"Chamaeleo chamaeleon";"Mass";29;1,05;"g"
"223";332;1119;"Gekko japonicus";"Mass";24;0,73;"g"
"224";332;1119;"Gekko japonicus";"Mass";24;0,66;"g"
"225";332;1119;"Gekko japonicus";"Mass";28;0,69;"g"
"226";332;1119;"Gekko japonicus";"Mass";28;0,63;"g"
"227";332;1119;"Gekko japonicus";"Mass";32;0,68;"g"
"228";332;1119;"Gekko japonicus";"Mass";32;0,63;"g"
"229";332;1119;"Gekko japonicus";"Mass";24;0,48;"g"
"230";332;1119;"Gekko japonicus";"Mass";24;0,42;"g"
"231";332;1119;"Gekko japonicus";"Mass";28;0,46;"g"
"232";332;1119;"Gekko japonicus";"Mass";28;0,41;"g"
"233";332;1119;"Gekko japonicus";"Mass";32;0,46;"g"
"234";332;1119;"Gekko japonicus";"Mass";32;0,43;"g"
"235";339;1120;"Pelodiscus sinensis";"Mass";23;3,07;"g"
"236";339;1120;"Pelodiscus sinensis";"Mass";24;3,21;"g"
"237";339;1120;"Pelodiscus sinensis";"Mass";26;12,92;"g"
"238";339;1120;"Pelodiscus sinensis";"Mass";26,5;3,26;"g"
"239";339;1120;"Pelodiscus sinensis";"Mass";27;3,29;"g"
"240";339;1120;"Pelodiscus sinensis";"Mass";28;3,25;"g"
"241";339;1120;"Pelodiscus sinensis";"Mass";30;3,26;"g"
"242";339;1120;"Pelodiscus sinensis";"Mass";30;9,65;"g"
"243";339;1120;"Pelodiscus sinensis";"Mass";32;3,26;"g"
"244";339;1120;"Pelodiscus sinensis";"Mass";32;9,94;"g"
"245";339;1120;"Pelodiscus sinensis";"Mass";33;3,19;"g"
"246";339;1120;"Pelodiscus sinensis";"Mass";34;3,21;"g"
"247";339;1120;"Pelodiscus sinensis";"Mass";34;7,61;"g"
"248";351;1126;"Lampropholis delicata";"Mass";20;0,15;"g"
"249";352;1126;"Saproscincus mustelinus";"Mass";20;0,15;"g"
"250";353;1126;"Anepischetosia maccoyi";"Mass";20;0,17;"g"
"251";351;1126;"Lampropholis delicata";"Mass";20;0,205;"g"
"252";352;1126;"Saproscincus mustelinus";"Mass";20;0,2361;"g"
"253";353;1126;"Anepischetosia maccoyi";"Mass";20;0,2037;"g"
"254";351;1126;"Lampropholis delicata";"Mass";20;0,3197;"g"
"255";352;1126;"Saproscincus mustelinus";"Mass";20;0,3144;"g"
"256";353;1126;"Anepischetosia maccoyi";"Mass";20;0,2781;"g"
"257";351;1126;"Lampropholis delicata";"Mass";27;0,14;"g"
"258";352;1126;"Saproscincus mustelinus";"Mass";27;0,14;"g"
"259";353;1126;"Anepischetosia maccoyi";"Mass";27;0,16;"g"
"260";351;1126;"Lampropholis delicata";"Mass";27;0,211;"g"
"261";352;1126;"Saproscincus mustelinus";"Mass";27;0,2363;"g"
"262";353;1126;"Anepischetosia maccoyi";"Mass";27;0,1732;"g"
"263";351;1126;"Lampropholis delicata";"Mass";27;0,3065;"g"
"264";352;1126;"Saproscincus mustelinus";"Mass";27;0,3165;"g"
"265";353;1126;"Anepischetosia maccoyi";"Mass";27;0,2784;"g"
"266";412;1127;"Takydromus septentrionalis";"Mass";24;25,2457;"g"
"267";412;1127;"Takydromus septentrionalis";"Mass";24;25,6516;"g"
"268";412;1127;"Takydromus septentrionalis";"Mass";27;25,2382;"g"
"269";412;1127;"Takydromus septentrionalis";"Mass";27;24,9784;"g"
"270";412;1127;"Takydromus septentrionalis";"Mass";30;23,5229;"g"
"271";412;1127;"Takydromus septentrionalis";"Mass";30;23,737;"g"
"272";412;1127;"Takydromus septentrionalis";"Mass";33;22,9828;"g"
"273";412;1127;"Takydromus septentrionalis";"Mass";33;23,3075;"g"
"274";440;1132;"Takydromus septentrionalis";"Mass";24;0,37;"g"
"275";440;1132;"Takydromus septentrionalis";"Mass";24;0,35;"g"
"276";440;1132;"Takydromus septentrionalis";"Mass";24;0,345;"g"
"277";440;1132;"Takydromus septentrionalis";"Mass";28;0,34;"g"
"278";440;1132;"Takydromus septentrionalis";"Mass";28;0,377;"g"
"279";440;1132;"Takydromus septentrionalis";"Mass";28;0,373;"g"
"280";444;1133;"Takydromus septentrionalis";"Mass";24;0,34;"g"
"281";444;1133;"Takydromus septentrionalis";"Mass";24;0,39;"g"
"282";444;1133;"Takydromus septentrionalis";"Mass";24;0,343;"g"
"283";444;1133;"Takydromus septentrionalis";"Mass";24;0,303;"g"
"284";444;1133;"Takydromus septentrionalis";"Mass";24;0,306;"g"
"285";444;1133;"Takydromus septentrionalis";"Mass";27;0,35;"g"
"286";444;1133;"Takydromus septentrionalis";"Mass";27;0,406;"g"
"287";444;1133;"Takydromus septentrionalis";"Mass";27;0,336;"g"
"288";444;1133;"Takydromus septentrionalis";"Mass";27;0,334;"g"
"289";444;1133;"Takydromus septentrionalis";"Mass";27;0,331;"g"
"290";449;1134;"Chinemys reevesii";"Mass";28;5,476;"g"
"291";449;1134;"Chinemys reevesii";"Mass";28;5,085;"g"
"292";449;1134;"Chinemys reevesii";"Mass";28;5,389;"g"
"293";449;1134;"Chinemys reevesii";"Mass";28;5,49;"g"
"294";449;1134;"Chinemys reevesii";"Mass";28;31,89;"g"
"295";449;1134;"Chinemys reevesii";"Mass";28;32,67;"g"
"296";449;1134;"Chinemys reevesii";"Mass";28;32,21;"g"
"297";449;1134;"Chinemys reevesii";"Mass";28;28;"g"
"298";449;1134;"Chinemys reevesii";"Mass";28;70,24;"g"
"299";449;1134;"Chinemys reevesii";"Mass";28;73,48;"g"
"300";449;1134;"Chinemys reevesii";"Mass";28;60,32;"g"
"301";449;1134;"Chinemys reevesii";"Mass";28;60,9;"g"
"302";449;1134;"Chinemys reevesii";"Mass";28;152,73;"g"
"303";449;1134;"Chinemys reevesii";"Mass";28;150,87;"g"
"304";449;1134;"Chinemys reevesii";"Mass";28;100,63;"g"
"305";449;1134;"Chinemys reevesii";"Mass";28;96,63;"g"
"306";449;1134;"Chinemys reevesii";"Mass";28;239,65;"g"
"307";449;1134;"Chinemys reevesii";"Mass";28;244,84;"g"
"308";449;1134;"Chinemys reevesii";"Mass";28;110,06;"g"
"309";449;1134;"Chinemys reevesii";"Mass";28;97,94;"g"
"310";449;1134;"Chinemys reevesii";"Mass";28;273,94;"g"
"311";449;1134;"Chinemys reevesii";"Mass";28;296,09;"g"
"312";449;1134;"Chinemys reevesii";"Mass";28;121,73;"g"
